Company,Date,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31,1995-12-31,1994-12-31,2018-03-30
so-financials,Goodwill and Intangibles,5493.0,5502.0,5511.0,5520.0,5529.0,5538.0,5547.0,5558.0,5567.0,5695.0,5705.0,5715.0,5725.0,5735.0,5746.0,5757.0,5767.0,5779.0,5791.0,5803.0,5816.0,5830.0,5832.0,5869.0,5928.0,5989.0,6017.0,7074.0,7141.0,7169.0,7200.0,7186.0,7221.0,7165.0,754.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4617.9,4610.405,4719.506,0.0,3732.955,3744.752,3411.447,3441.956,1882.559,1889.568,1903.042,3277.0,1886.188,1756.976,1807.245,318.0,,,,,,
so-financials,Other Long-Term Assets,21502.0,21688.0,20730.0,20792.0,20726.0,20598.0,20960.0,21100.0,21364.0,21566.0,19533.0,18851.0,18753.0,18016.0,17356.0,17379.0,17197.0,16606.0,16056.0,15703.0,16096.0,15974.0,15277.0,13596.0,18228.0,15549.0,15615.0,11699.0,11632.0,11778.0,11547.0,11941.0,11985.0,11675.0,10314.0,9961.0,9598.0,9950.0,9818.0,9014.0,8758.0,7549.0,7585.0,7455.0,7059.0,8054.0,7990.0,8007.0,7927.0,7328.0,7298.0,7324.0,7336.0,6410.0,6607.0,6448.0,6523.0,6464.945,6604.904,6745.124,6333.0,5894.33,5930.164,5933.833,6214.0,7145.727,7003.618,6770.989,6746.0,6310.381,6403.004,6602.625,6608.0,5555.422,5412.733,5034.44,5110.0,4798.201,4547.073,4156.319,4130.0,4110.058,3922.061,3875.702,3755.0,3621.43,3565.274,3446.28,3435.0,3334.041,3326.078,3292.281,3202.0,3110.605,3150.29,6224.953,6318.105,4502.419,3885.081,3818.227,5834.0,6110.861,6218.849,5952.78,5866.001,5669.565,5688.463,5703.909,5438.0,5432.327,4641.676,4866.544,4116.0,,,,,,
so-financials,Total Long-Term Assets,134486.0,132916.0,130944.0,129577.0,128899.0,127233.0,126137.0,125201.0,124475.0,123642.0,120988.0,119342.0,118569.0,118187.0,116356.0,115924.0,114318.0,112584.0,110662.0,109422.0,108883.0,107674.0,106515.0,105387.0,107331.0,102333.0,101158.0,102043.0,100933.0,101113.0,99847.0,101333.0,99975.0,96704.0,75724.0,73274.0,71792.0,68945.0,67576.0,65238.0,64369.0,61396.0,61024.0,59698.0,58932.0,58912.0,57960.0,57342.0,56987.0,55267.0,54524.0,53833.0,52995.0,50848.0,50521.0,49779.0,49149.0,48285.328,47850.228,47359.914,46173.0,44642.274,44027.679,43608.366,42989.0,43187.648,42489.639,41769.753,41057.0,39872.36,39390.638,39081.096,38839.0,37253.181,36480.833,35765.388,35672.0,34931.515,34484.145,33689.805,33464.0,33125.992,32766.717,32472.436,32118.0,30471.564,30334.999,29928.808,30792.0,28318.824,27965.843,27446.828,26941.0,26525.459,26227.604,28875.916,28536.459,36064.833,35386.369,35137.528,26929.0,35105.921,34856.717,33081.718,33253.056,32639.215,32661.86,32662.257,32367.0,32160.012,31391.45,31254.385,28119.0,,,,,,
so-financials,Total Assets,145180.0,143956.0,141937.0,140120.0,139331.0,138321.0,137116.0,134756.0,134891.0,134005.0,130769.0,128639.0,127534.0,127861.0,125907.0,125393.0,122935.0,123158.0,119731.0,118852.0,118700.0,117591.0,114867.0,114096.0,116914.0,111717.0,112777.0,111567.0,111005.0,110315.0,108684.0,109760.0,109697.0,106362.0,90873.0,78735.0,78318.0,75215.0,74181.0,71610.0,70233.0,67654.0,66400.0,64838.0,64546.0,64697.0,63961.0,63274.0,63149.0,61963.0,60897.0,59874.0,59267.0,57343.0,56023.0,55019.0,55032.0,54894.78,53374.49,52580.045,52046.0,50524.207,50417.049,49557.114,48347.0,49012.349,47858.255,46595.753,45789.0,45308.214,44144.746,43105.434,42858.0,42035.719,40801.215,39977.404,39877.0,39383.703,38070.142,37289.953,36955.0,36498.152,35935.204,35367.297,35178.0,33892.522,33293.294,32850.424,33721.0,31451.605,31310.472,30197.004,29897.0,29798.711,29267.181,31527.037,31361.658,43531.909,39521.49,38451.514,29291.0,38224.599,37569.764,35437.799,36191.509,35951.708,35754.954,35023.239,35255.0,35384.22,34412.379,34000.082,30230.0,,,,,,
so-financials,Accounts Payable,3701.0,3950.0,2445.0,2154.0,2898.0,2942.0,2493.0,2365.0,3525.0,3079.0,2908.0,2251.0,2169.0,2229.0,2075.0,2533.0,2806.0,2285.0,2071.0,1951.0,2557.0,2266.0,2371.0,2569.0,3436.0,2767.0,2647.0,2526.0,3076.0,2804.0,2454.0,2221.0,3314.0,2265.0,1493.0,1584.0,1905.0,1419.0,1395.0,1289.0,1593.0,1381.0,1320.0,1386.0,1376.0,1281.0,1467.0,1369.0,1387.0,1280.0,1253.0,1262.0,1553.0,1355.0,1423.0,1315.0,1275.0,1160.993,1282.523,1229.108,1329.0,1158.56,1419.534,1639.403,1250.0,1187.46,1396.38,1152.838,1214.0,1102.793,1059.866,983.918,1081.0,853.673,867.352,845.142,1229.0,1150.594,719.928,728.169,877.0,708.023,628.438,658.576,688.0,694.507,657.82,717.949,797.0,728.432,683.622,649.472,823.0,662.586,705.203,632.84,870.032,2260.873,886.439,692.587,669.0,706.915,698.153,689.686,1026.869,772.482,773.779,630.926,1049.0,896.628,861.582,772.527,788.0,,,,,,
so-financials,Deferred Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,24.0,0.0,64.0,156.0,133.0,218.0,291.736,479.896,501.165,373.0,317.78,364.728,366.045,606.0,654.127,525.926,318.089,389.0,354.548,522.901,797.151,845.0,720.224,731.913,438.74,531.0,325.545,362.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.698,37.422,39.099,42.0,42.237,46.743,52.634,58.377,63.914,69.312,74.574,80.0,84.259,88.4,92.288,96.08,99.711,103.252,106.615,110.0,113.206,116.351,119.417,122.0,,,,,,
so-financials,Current Debt,6256.0,2561.0,4327.0,4593.0,4973.0,4983.0,5905.0,7116.0,7091.0,4830.0,3794.0,3768.0,3847.0,4239.0,4476.0,4871.0,4357.0,4784.0,3016.0,3749.0,5273.0,4084.0,4774.0,3792.0,6113.0,5577.0,7218.0,7506.0,6331.0,6084.0,6305.0,6087.0,4828.0,3924.0,4096.0,3587.0,4050.0,4803.0,4700.0,4985.0,4132.0,2759.0,2402.0,1366.0,1951.0,2057.0,3672.0,3063.0,3160.0,2768.0,2528.0,2910.0,2576.0,2028.0,2211.0,2678.0,2598.0,2331.992,2396.103,2013.563,1752.0,1476.989,2188.803,1761.152,1570.0,2410.045,2067.781,2414.858,2450.0,3005.765,2798.388,3147.169,3359.0,3338.107,2845.316,2584.162,2159.0,1771.895,2105.982,1842.706,1409.0,812.485,1661.869,1745.354,1309.0,1667.326,2142.215,2982.15,2651.0,2246.778,3295.802,2084.839,2331.0,2408.327,3064.004,2344.764,1746.967,5860.089,5117.209,4905.115,2284.0,3861.592,5145.838,3498.851,3353.404,2562.758,2397.325,2839.247,2848.0,2551.175,2298.916,2490.75,1847.0,,,,,,
so-financials,Total Current Liabilities,15993.0,12165.0,12028.0,11458.0,13467.0,13214.0,13240.0,13893.0,15724.0,12801.0,11487.0,10434.0,10921.0,11259.0,11660.0,11586.0,12079.0,11750.0,9334.0,9553.0,12546.0,10534.0,10999.0,9919.0,14286.0,12965.0,14366.0,13630.0,13594.0,12603.0,12751.0,12284.0,12917.0,10567.0,8514.0,7856.0,9129.0,9689.0,8694.0,9185.0,8961.0,6890.0,5974.0,4835.0,5525.0,5704.0,7346.0,6439.0,7014.0,6569.0,6088.0,6317.0,6577.0,5657.0,5699.0,6037.0,6472.0,5994.412,5935.45,5515.903,5584.0,5176.014,5662.762,5458.297,5226.0,5890.685,5705.948,5442.611,5631.0,6116.64,5440.705,5495.827,6353.0,5984.604,5400.195,4938.106,5240.0,4943.945,4290.934,3720.698,3798.0,3247.087,3698.074,3579.109,3505.0,4085.654,4145.408,4822.076,4987.0,4561.768,5279.536,3892.951,4376.0,4646.112,5010.845,4122.22,3736.751,11255.151,7676.86,7126.553,4029.0,,,,,,,,,,,,,,,,,,
so-financials,Other Current Liabilities,6036.0,5654.0,5256.0,4711.0,5596.0,5289.0,4842.0,4412.0,5108.0,4892.0,4785.0,4415.0,4905.0,4791.0,5109.0,4182.0,4916.0,4681.0,4247.0,3853.0,4716.0,4184.0,3854.0,3558.0,4737.0,4621.0,4501.0,3598.0,4187.0,3715.0,3992.0,3976.0,4775.0,4378.0,2925.0,2685.0,3174.0,3467.0,2599.0,2911.0,3236.0,2750.0,2252.0,2083.0,2198.0,2366.0,2207.0,2007.0,2467.0,2494.0,2278.0,2121.0,2448.0,2210.0,1909.0,1911.0,2381.0,2209.691,1776.928,1772.067,2130.0,2222.685,1689.697,1691.697,1800.0,1639.053,1715.861,1556.826,1578.0,1653.534,1059.55,567.589,1068.0,1072.6,955.614,1070.062,1321.0,1695.911,1102.332,1149.823,1512.0,1726.579,1407.767,1175.179,1508.0,1723.821,1345.373,1121.977,1539.0,1550.86,1262.69,1119.541,1180.0,1532.962,1194.895,1091.982,1061.375,3070.275,1603.9,1454.277,996.0,,,,,,,,,,,,,,,,,,
so-financials,Long-Term Debt,60021.0,62521.0,61192.0,60653.0,58517.0,57323.0,56490.0,53434.0,52044.0,51820.0,52668.0,52154.0,51623.0,50338.0,49432.0,48379.0,46684.0,47151.0,46749.0,45845.0,43413.0,43699.0,41384.0,42177.0,40736.0,41425.0,42483.0,44446.0,44462.0,44042.0,43885.0,42786.0,42629.0,41550.0,35368.0,26091.0,24688.0,22326.0,22674.0,21093.0,20644.0,21699.0,22121.0,22288.0,21344.0,21053.0,19943.0,20223.0,19274.0,18955.0,19459.0,19051.0,18647.0,18733.0,18554.0,18133.0,18154.0,18198.225,18134.554,18097.952,18131.0,18010.235,17921.409,17805.963,16816.0,15781.761,15582.929,14887.512,14143.0,13817.04,14073.621,13359.86,12503.0,12882.751,13190.156,13234.03,12846.0,12854.908,12688.446,12616.104,12449.0,12707.036,12235.512,12072.022,10164.0,9750.117,9525.874,8703.516,8714.0,8826.399,8026.795,8931.746,8297.0,7940.585,7531.212,7695.096,7842.491,11947.225,12412.755,12140.624,7251.0,,,,,,,,,,,,,,,,,,
so-financials,Total Long-Term Liabilities,92513.0,94886.0,93798.0,93048.0,90639.0,89803.0,89228.0,86301.0,84635.0,85486.0,86027.0,85285.0,84046.0,83092.0,81210.0,80448.0,78331.0,78617.0,78145.0,77092.0,74104.0,74975.0,72446.0,73199.0,73298.0,70363.0,71395.0,71588.0,71559.0,71353.0,70523.0,70198.0,69886.0,69448.0,58748.0,48533.0,47046.0,43444.0,44182.0,41016.0,39932.0,39776.0,39869.0,39802.0,38882.0,39084.0,37444.0,37716.0,36756.0,35673.0,35603.0,34776.0,34030.0,32971.0,32260.0,31435.0,31276.0,31563.596,30824.255,30787.471,30502.0,29904.281,29888.754,29764.246,28763.0,28635.745,28299.971,27507.961,26693.0,26077.991,26170.981,25382.897,24390.0,24168.449,23959.094,23719.957,23352.0,23063.022,22669.328,22600.745,22318.0,22379.917,21751.817,21486.78,21602.0,19699.74,19930.276,19157.521,19726.0,18168.543,17743.32,18198.177,17537.0,17180.499,16721.28,16842.174,16934.566,22897.071,22923.797,22513.03,16058.0,,,,,,,,,,,,,,,,,,
